_type, _id, name, type, latitude, longitude
,452926,Gogolin,location,50.49222,18.01994
,400210,Gogo?u,location,44.37140655517578,22.59575653076172
,400209,Gogosari,location,43.86667,25.7
,463286,Gogo?u,location,44.42546844482422,23.363689422607422
